Order_ID,Batch_Number,Product_Name,Category,Dosage_Form,Manufacturer,Warehouse,Hospital_Client,City,Logistics_Company,Order_Date,Dispatch_Date,Delivery_Date,Days_To_Deliver,Delivery_Status,Quantity_Units,Unit_Price_EUR,Total_Value_EUR,Discount_Percentage,Final_Value_EUR,Payment_Status,Cold_Chain_Required,Temperature_Zone,Damage_Reported,Return_Reason,Expiry_Date,Stock_Level,Reorder_Point,Lead_Time_Days,Compliance_Status
ORD002541,BATCH02541,Dexamethasone 4mg,Steroid,Tablet,Novartis,Munich Hub,Stuttgart Health Center,Munich,DHL Medical,03-01-2024,04-01-2024,05-01-2024,2,Delivered,3385,135.23,457753.55,3,444020.94,Paid,No,Ambient (15-25°C),No,Not Applicable,29-07-2027,16169,3040,14,Under Review
ORD002542,BATCH02542,Salbutamol Inhaler,Respiratory,Inhaler,Bayer,Hamburg Port,Hamburg Medical Center,Hamburg,MedExpress,05-05-2022,08-05-2022,19-05-2022,14,Delayed,2380,249.79,594500.2,9.8,536239.18,Pending,No,Ambient (15-25°C),No,Not Applicable,25-10-2024,1074,1785,9,Compliant
ORD002543,BATCH02543,Fluoxetine 20mg,Antidepressant,Capsule,Abbott,Munich Hub,Hanover Medical Center,Munich,ColdChain Logistics,05-12-2023,08-12-2023,Cancelled,Not Applicable,Cancelled,4961,319.84,1586726.24,11.2,1409012.9,Paid,No,Refrigerated (2-8°C),No,Not Applicable,13-09-2026,3988,2632,12,Compliant
ORD002544,BATCH02544,Warfarin 5mg,Blood Thinner,Tablet,Abbott,Munich Hub,Hanover Medical Center,Munich,BioLogistics GmbH,13-04-2023,14-04-2023,21-04-2023,8,Delivered,860,199.98,171982.8,18.8,139650.03,Paid,No,Ambient (15-25°C),No,Not Applicable,29-07-2025,41202,1596,10,Non-Compliant
ORD002545,BATCH02545,Morphine 10mg,Pain Relief,Injection,Johnson & Johnson,Hamburg Port,Stuttgart Health Center,Hamburg,FedEx Health,25-10-2022,30-10-2022,Not Delivered Yet,Not Applicable,In Transit,2582,172.85,446298.7,9.1,405685.52,Pending,Yes,Refrigerated (2-8°C),No,Not Applicable,20-03-2026,45531,2813,12,Compliant
ORD002546,BATCH02546,Salbutamol Inhaler,Respiratory,Inhaler,GSK,Frankfurt Depot,Hamburg Medical Center,Frankfurt,UPS Pharma,16-07-2023,21-07-2023,00-01-1900,Not Applicable,Returned,3988,75.59,301452.92,17.4,249000.11,Paid,No,Ambient (15-25°C),No,Expired,25-05-2027,36991,583,7,Non-Compliant
ORD002547,BATCH02547,Ibuprofen 400mg,Anti-inflammatory,Tablet,Pfizer,Berlin Central,Bremen Health Institute,Berlin,ColdChain Logistics,18-02-2025,21-02-2025,Cancelled,Not Applicable,Cancelled,2438,492.15,1199861.7,12.3,1052278.71,Paid,No,Refrigerated (2-8°C),No,Not Applicable,22-01-2027,24955,2627,3,Compliant
ORD002548,BATCH02548,Atorvastatin 10mg,Cholesterol,Tablet,Sanofi,Munich Hub,Dresden Hospital,Munich,UPS Pharma,20-08-2024,21-08-2024,10-09-2024,21,Delayed,1524,142.45,217093.8,11.8,191476.73,Pending,No,Ambient (15-25°C),No,Not Applicable,23-08-2025,37046,1225,6,Under Review
ORD002549,BATCH02549,Insulin Glargine,Diabetes,Injection,AstraZeneca,Hamburg Port,Cologne Medical Hub,Hamburg,MedExpress,28-08-2022,30-08-2022,19-09-2022,22,Delayed,1876,143.77,269712.52,18.4,220085.42,Pending,Yes,Refrigerated (2-8°C),No,Not Applicable,13-03-2025,45436,719,9,Compliant
ORD002550,BATCH02550,COVID-19 Vaccine,Vaccine,Injection,AstraZeneca,Berlin Central,Frankfurt General Hospital,Berlin,ColdChain Logistics,22-08-2023,24-08-2023,06-09-2023,15,Delayed,3734,270.17,1008814.78,15.7,850430.86,Overdue,Yes,Refrigerated (2-8°C),No,Not Applicable,23-02-2026,1446,4371,4,Compliant
ORD002551,BATCH02551,Atorvastatin 10mg,Cholesterol,Tablet,Sanofi,Munich Hub,Munich Clinic,Munich,BioLogistics GmbH,27-05-2022,29-05-2022,02-06-2022,6,Delivered,2577,318.87,821727.99,1.9,806115.16,Paid,No,Refrigerated (2-8°C),No,Not Applicable,06-02-2027,17308,4561,9,Under Review
ORD002552,BATCH02552,Fluoxetine 20mg,Antidepressant,Capsule,AstraZeneca,Leipzig Store,Nuremberg Clinic,Leipzig,BioLogistics GmbH,17-04-2022,21-04-2022,Cancelled,Not Applicable,Cancelled,527,185.28,97642.56,0.6,97056.7,Paid,No,Refrigerated (2-8°C),No,Not Applicable,07-06-2023,41942,3794,3,Non-Compliant
ORD002553,BATCH02553,Cetirizine 10mg,Allergy,Tablet,Roche,Frankfurt Depot,Dresden Hospital,Frankfurt,FedEx Health,19-02-2023,21-02-2023,Not Delivered Yet,Not Applicable,Pending,3551,167.69,595467.19,3.1,577007.71,Paid,No,Refrigerated (2-8°C),No,Not Applicable,30-11-2026,48512,4522,1,Non-Compliant
ORD002554,BATCH02554,Ciprofloxacin 500mg,Antibiotic,Tablet,Merck,Leipzig Store,Frankfurt General Hospital,Leipzig,MedExpress,10-10-2024,13-10-2024,Cancelled,Not Applicable,Cancelled,1385,350.33,485207.05,13,422130.13,Paid,No,Refrigerated (2-8°C),No,Not Applicable,02-04-2029,25580,1391,13,Under Review
ORD002555,BATCH02555,Salbutamol Inhaler,Respiratory,Inhaler,Abbott,Hamburg Port,Stuttgart Health Center,Hamburg,DHL Medical,04-11-2024,07-11-2024,Not Delivered Yet,Not Applicable,In Transit,3755,486.56,1827032.8,17.8,1501820.96,Paid,No,Refrigerated (2-8°C),No,Not Applicable,14-09-2026,48751,646,2,Non-Compliant
ORD002556,BATCH02556,Warfarin 5mg,Blood Thinner,Tablet,Novartis,Hamburg Port,Bremen Health Institute,Hamburg,BioLogistics GmbH,06-12-2022,10-12-2022,22-12-2022,16,Delayed,3706,426.21,1579534.26,10.9,1407365.03,Paid,No,Ambient (15-25°C),No,Not Applicable,12-09-2026,48241,2334,4,Compliant
ORD002557,BATCH02557,Ibuprofen 400mg,Anti-inflammatory,Tablet,GSK,Stuttgart Center,Frankfurt General Hospital,Stuttgart,DHL Medical,04-09-2023,08-09-2023,Not Delivered Yet,Not Applicable,In Transit,2749,448.42,1232706.58,17.6,1015750.22,Pending,No,Ambient (15-25°C),No,Not Applicable,17-02-2028,24968,3455,11,Compliant
ORD002558,BATCH02558,Atorvastatin 10mg,Cholesterol,Tablet,Novartis,Leipzig Store,Berlin University Hospital,Leipzig,DHL Medical,18-12-2022,22-12-2022,27-12-2022,9,Delivered,3524,154.19,543365.56,12.2,477074.96,Overdue,No,Ambient (15-25°C),No,Not Applicable,13-02-2027,44030,4301,1,Compliant
ORD002559,BATCH02559,Warfarin 5mg,Blood Thinner,Tablet,Novartis,Cologne Warehouse,Hamburg Medical Center,Cologne,UPS Pharma,16-11-2024,17-11-2024,Not Delivered Yet,Not Applicable,In Transit,3505,97.04,340125.2,12.3,298289.8,Pending,No,Ambient (15-25°C),No,Not Applicable,21-11-2025,25205,2205,3,Under Review
ORD002560,BATCH02560,Morphine 10mg,Pain Relief,Injection,Merck,Leipzig Store,Hamburg Medical Center,Leipzig,BioLogistics GmbH,11-08-2023,15-08-2023,Cancelled,Not Applicable,Cancelled,1584,89.9,142401.6,18.2,116484.51,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,26-05-2028,12842,1227,2,Compliant
ORD002561,BATCH02561,Omeprazole 20mg,Gastric,Capsule,Johnson & Johnson,Leipzig Store,Frankfurt General Hospital,Leipzig,ColdChain Logistics,02-10-2022,03-10-2022,Cancelled,Not Applicable,Cancelled,3691,162.92,601337.72,12.1,528575.86,Paid,No,Ambient (15-25°C),No,Not Applicable,17-04-2024,16555,2692,13,Compliant
ORD002562,BATCH02562,Fluoxetine 20mg,Antidepressant,Capsule,Merck,Frankfurt Depot,Stuttgart Health Center,Frankfurt,UPS Pharma,27-12-2022,30-12-2022,00-01-1900,Not Applicable,Returned,1708,276.66,472535.28,0.1,472062.74,Pending,No,Refrigerated (2-8°C),No,Quality Issue,17-03-2027,43670,1109,14,Compliant
ORD002563,BATCH02563,Morphine 10mg,Pain Relief,Injection,AstraZeneca,Cologne Warehouse,Dresden Hospital,Cologne,ColdChain Logistics,12-01-2022,16-01-2022,24-01-2022,12,Delayed,2675,337.12,901796,17.9,740374.52,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,27-11-2023,2100,2068,2,Under Review
ORD002564,BATCH02564,COVID-19 Vaccine,Vaccine,Injection,GSK,Munich Hub,Berlin University Hospital,Munich,MedExpress,31-03-2025,01-04-2025,13-04-2025,13,Delayed,2325,414.42,963526.5,7.5,891262.01,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,26-08-2028,40682,3843,13,Non-Compliant
ORD002565,BATCH02565,Morphine 10mg,Pain Relief,Injection,Bayer,Leipzig Store,Berlin University Hospital,Leipzig,DHL Medical,22-04-2022,25-04-2022,06-05-2022,14,Delayed,2279,497.41,1133597.39,15.4,959023.39,Pending,Yes,Refrigerated (2-8°C),No,Not Applicable,24-04-2023,42963,3547,6,Non-Compliant
ORD002566,BATCH02566,Vitamin D3 1000IU,Supplement,Tablet,Johnson & Johnson,Frankfurt Depot,Cologne Medical Hub,Frankfurt,MedExpress,13-01-2024,17-01-2024,00-01-1900,Not Applicable,Returned,1627,362.7,590112.9,11.8,520479.58,Paid,No,Ambient (15-25°C),No,Damaged,15-09-2027,22222,522,7,Under Review
ORD002567,BATCH02567,Lisinopril 10mg,Hypertension,Tablet,Merck,Berlin Central,Hamburg Medical Center,Berlin,FedEx Health,22-04-2022,27-04-2022,Not Delivered Yet,Not Applicable,In Transit,2482,445.65,1106103.3,8.5,1012084.52,Pending,No,Ambient (15-25°C),No,Not Applicable,31-03-2027,41811,691,14,Non-Compliant
ORD002568,BATCH02568,Metformin 500mg,Diabetes,Tablet,Bayer,Leipzig Store,Cologne Medical Hub,Leipzig,FedEx Health,27-03-2023,28-03-2023,Cancelled,Not Applicable,Cancelled,2687,102.32,274933.84,17.5,226820.42,Paid,No,Ambient (15-25°C),No,Not Applicable,22-11-2025,32261,4826,2,Non-Compliant
ORD002569,BATCH02569,Atorvastatin 10mg,Cholesterol,Tablet,Merck,Munich Hub,Berlin University Hospital,Munich,ColdChain Logistics,17-08-2022,20-08-2022,00-01-1900,Not Applicable,Returned,510,239.76,122277.6,17.2,101245.85,Overdue,No,Ambient (15-25°C),No,Quality Issue,28-11-2023,3677,2304,7,Non-Compliant
ORD002570,BATCH02570,Amoxicillin 250mg,Antibiotic,Capsule,Abbott,Stuttgart Center,Berlin University Hospital,Stuttgart,UPS Pharma,02-09-2022,06-09-2022,12-09-2022,10,Delivered,4753,320.07,1521292.71,13.6,1314396.9,Paid,No,Refrigerated (2-8°C),No,Not Applicable,25-02-2026,6909,2835,7,Non-Compliant
ORD002571,BATCH02571,Amoxicillin 250mg,Antibiotic,Capsule,Merck,Stuttgart Center,Dresden Hospital,Stuttgart,BioLogistics GmbH,30-01-2025,03-02-2025,06-02-2025,7,Delivered,3492,413.78,1444919.76,17.3,1194948.64,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,02-12-2026,14451,650,9,Non-Compliant
ORD002572,BATCH02572,Losartan 50mg,Hypertension,Tablet,Sanofi,Hamburg Port,Nuremberg Clinic,Hamburg,MedExpress,09-06-2023,11-06-2023,15-06-2023,6,Delivered,2902,311.05,902667.1,19.7,724841.68,Paid,No,Refrigerated (2-8°C),No,Not Applicable,19-08-2026,29394,2577,9,Compliant
ORD002573,BATCH02573,Azithromycin 500mg,Antibiotic,Tablet,Pfizer,Leipzig Store,Berlin University Hospital,Leipzig,ColdChain Logistics,13-05-2022,16-05-2022,Cancelled,Not Applicable,Cancelled,2158,244.32,527242.56,6.7,491917.31,Paid,No,Ambient (15-25°C),No,Not Applicable,08-05-2025,49979,2270,7,Non-Compliant
ORD002574,BATCH02574,Atorvastatin 10mg,Cholesterol,Tablet,Novartis,Berlin Central,Cologne Medical Hub,Berlin,MedExpress,04-12-2024,05-12-2024,Cancelled,Not Applicable,Cancelled,2319,9.37,21729.03,3.2,21033.7,Pending,No,Ambient (15-25°C),No,Not Applicable,03-12-2028,20323,1475,11,Compliant
ORD002575,BATCH02575,Morphine 10mg,Pain Relief,Injection,Novartis,Frankfurt Depot,Cologne Medical Hub,Frankfurt,DHL Medical,10-12-2022,12-12-2022,Not Delivered Yet,Not Applicable,Pending,916,187.16,171438.56,11.4,151894.56,Overdue,Yes,Refrigerated (2-8°C),No,Not Applicable,10-07-2027,5722,2324,2,Under Review
ORD002576,BATCH02576,Ibuprofen 400mg,Anti-inflammatory,Tablet,Abbott,Berlin Central,Hanover Medical Center,Berlin,BioLogistics GmbH,10-05-2023,14-05-2023,21-05-2023,11,Delivered,4803,401.76,1929653.28,0.5,1920005.01,Pending,No,Refrigerated (2-8°C),Yes,Not Applicable,27-10-2026,48181,3000,5,Under Review
ORD002577,BATCH02577,Insulin Glargine,Diabetes,Injection,Pfizer,Leipzig Store,Cologne Medical Hub,Leipzig,BioLogistics GmbH,04-11-2023,05-11-2023,10-11-2023,6,Delivered,1874,308.31,577772.94,18.2,472618.26,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,12-08-2027,46192,1095,10,Compliant
ORD002578,BATCH02578,COVID-19 Vaccine,Vaccine,Injection,Sanofi,Stuttgart Center,Berlin University Hospital,Stuttgart,DHL Medical,13-04-2022,17-04-2022,00-01-1900,Not Applicable,Returned,4331,36.77,159250.87,19.2,128674.7,Pending,Yes,Refrigerated (2-8°C),No,Damaged,29-11-2024,41956,3995,14,Non-Compliant
ORD002579,BATCH02579,Metformin 500mg,Diabetes,Tablet,Novartis,Frankfurt Depot,Nuremberg Clinic,Frankfurt,BioLogistics GmbH,24-07-2023,26-07-2023,27-07-2023,3,Delivered,3402,444.34,1511644.68,9.4,1369550.08,Overdue,No,Ambient (15-25°C),No,Not Applicable,06-09-2027,48861,3323,9,Compliant
ORD002580,BATCH02580,Insulin Glargine,Diabetes,Injection,Pfizer,Hamburg Port,Bremen Health Institute,Hamburg,BioLogistics GmbH,19-09-2024,24-09-2024,Cancelled,Not Applicable,Cancelled,2690,350.98,944136.2,3.5,911091.43,Paid,Yes,Refrigerated (2-8°C),Yes,Not Applicable,02-10-2025,13029,1184,6,Compliant
ORD002581,BATCH02581,Ciprofloxacin 500mg,Antibiotic,Tablet,Bayer,Berlin Central,Nuremberg Clinic,Berlin,UPS Pharma,31-12-2022,02-01-2023,00-01-1900,Not Applicable,Returned,2590,305.58,791452.2,12.7,690937.77,Overdue,No,Ambient (15-25°C),No,Damaged,15-08-2026,17826,3336,14,Under Review
ORD002582,BATCH02582,Cetirizine 10mg,Allergy,Tablet,Roche,Hamburg Port,Munich Clinic,Hamburg,ColdChain Logistics,19-06-2022,20-06-2022,22-06-2022,3,Delivered,3355,116.59,391159.45,5.2,370819.16,Pending,No,Ambient (15-25°C),No,Not Applicable,15-12-2026,49377,4483,12,Non-Compliant
ORD002583,BATCH02583,Amoxicillin 250mg,Antibiotic,Capsule,Sanofi,Hamburg Port,Bremen Health Institute,Hamburg,UPS Pharma,15-05-2024,20-05-2024,22-05-2024,7,Delivered,1973,308.69,609045.37,14.9,518297.61,Paid,No,Ambient (15-25°C),No,Not Applicable,13-06-2027,16881,4909,13,Compliant
ORD002584,BATCH02584,Ibuprofen 400mg,Anti-inflammatory,Tablet,AstraZeneca,Stuttgart Center,Berlin University Hospital,Stuttgart,DHL Medical,04-10-2023,07-10-2023,11-10-2023,7,Delivered,3371,301.21,1015378.91,15.6,856979.8,Paid,No,Ambient (15-25°C),No,Not Applicable,10-07-2028,13909,4970,13,Compliant
ORD002585,BATCH02585,Warfarin 5mg,Blood Thinner,Tablet,AstraZeneca,Munich Hub,Frankfurt General Hospital,Munich,MedExpress,29-01-2022,03-02-2022,23-02-2022,25,Delayed,1817,305.09,554348.53,4.8,527739.8,Paid,No,Ambient (15-25°C),No,Not Applicable,02-09-2025,9907,2305,3,Compliant
ORD002586,BATCH02586,Azithromycin 500mg,Antibiotic,Tablet,Johnson & Johnson,Cologne Warehouse,Hamburg Medical Center,Cologne,DHL Medical,11-03-2025,14-03-2025,Not Delivered Yet,Not Applicable,In Transit,4003,395.9,1584787.7,17.7,1304280.28,Paid,No,Ambient (15-25°C),No,Not Applicable,07-01-2028,32267,2116,4,Compliant
ORD002587,BATCH02587,Paracetamol 500mg,Pain Relief,Tablet,Pfizer,Frankfurt Depot,Stuttgart Health Center,Frankfurt,BioLogistics GmbH,30-10-2023,04-11-2023,12-11-2023,13,Delayed,2547,391.07,996055.29,3.4,962189.41,Overdue,No,Ambient (15-25°C),No,Not Applicable,20-06-2026,10535,4754,7,Compliant
ORD002588,BATCH02588,Warfarin 5mg,Blood Thinner,Tablet,Abbott,Stuttgart Center,Nuremberg Clinic,Stuttgart,BioLogistics GmbH,26-03-2025,28-03-2025,04-04-2025,9,Delivered,3751,12.14,45537.14,8.6,41620.95,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,11-02-2027,30445,2282,7,Compliant
ORD002589,BATCH02589,Ciprofloxacin 500mg,Antibiotic,Tablet,Pfizer,Hamburg Port,Cologne Medical Hub,Hamburg,ColdChain Logistics,06-10-2022,10-10-2022,12-10-2022,6,Delivered,1711,468.57,801723.27,13.3,695094.08,Paid,No,Ambient (15-25°C),No,Not Applicable,20-01-2026,4262,1191,6,Compliant
ORD002590,BATCH02590,Atorvastatin 10mg,Cholesterol,Tablet,GSK,Cologne Warehouse,Berlin University Hospital,Cologne,FedEx Health,15-07-2022,18-07-2022,Not Delivered Yet,Not Applicable,Pending,3685,238.66,879462.1,6.7,820538.14,Pending,No,Refrigerated (2-8°C),No,Not Applicable,30-08-2025,13963,4494,2,Compliant
ORD002591,BATCH02591,Morphine 10mg,Pain Relief,Injection,Merck,Stuttgart Center,Hanover Medical Center,Stuttgart,MedExpress,11-12-2024,12-12-2024,19-12-2024,8,Delivered,2776,124.46,345500.96,3.7,332717.42,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,19-03-2029,11623,1729,11,Compliant
ORD002592,BATCH02592,Prednisolone 5mg,Steroid,Tablet,Bayer,Leipzig Store,Cologne Medical Hub,Leipzig,MedExpress,04-02-2023,08-02-2023,28-02-2023,24,Delayed,3236,135.28,437766.08,5.8,412375.65,Pending,No,Ambient (15-25°C),No,Not Applicable,24-09-2024,10237,1884,3,Compliant
ORD002593,BATCH02593,Losartan 50mg,Hypertension,Tablet,AstraZeneca,Leipzig Store,Stuttgart Health Center,Leipzig,MedExpress,05-07-2023,07-07-2023,Not Delivered Yet,Not Applicable,Pending,4867,283.11,1377896.37,14.7,1175345.6,Pending,No,Ambient (15-25°C),No,Not Applicable,10-03-2025,5026,3580,1,Non-Compliant
ORD002594,BATCH02594,Fluoxetine 20mg,Antidepressant,Capsule,Merck,Leipzig Store,Frankfurt General Hospital,Leipzig,ColdChain Logistics,28-11-2023,29-11-2023,Not Delivered Yet,Not Applicable,Pending,352,475.61,167414.72,13.2,145315.98,Paid,No,Ambient (15-25°C),No,Not Applicable,15-11-2027,40493,1654,2,Non-Compliant
ORD002595,BATCH02595,Atorvastatin 10mg,Cholesterol,Tablet,Merck,Stuttgart Center,Dresden Hospital,Stuttgart,DHL Medical,15-01-2023,19-01-2023,Not Delivered Yet,Not Applicable,Pending,4202,186.94,785521.88,9.9,707755.21,Paid,No,Ambient (15-25°C),No,Not Applicable,18-08-2024,41648,602,6,Non-Compliant
ORD002596,BATCH02596,Prednisolone 5mg,Steroid,Tablet,Abbott,Cologne Warehouse,Dresden Hospital,Cologne,FedEx Health,12-03-2022,17-03-2022,31-03-2022,19,Delayed,2508,37.12,93096.96,4.3,89093.79,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,19-02-2024,38270,513,11,Under Review
ORD002597,BATCH02597,Ciprofloxacin 500mg,Antibiotic,Tablet,Sanofi,Frankfurt Depot,Berlin University Hospital,Frankfurt,ColdChain Logistics,07-07-2022,08-07-2022,12-07-2022,5,Delivered,864,141.53,122281.92,14.9,104061.91,Paid,No,Refrigerated (2-8°C),No,Not Applicable,28-08-2024,27231,4688,1,Under Review
ORD002598,BATCH02598,Lisinopril 10mg,Hypertension,Tablet,Sanofi,Cologne Warehouse,Hanover Medical Center,Cologne,UPS Pharma,12-07-2023,14-07-2023,Not Delivered Yet,Not Applicable,Pending,4047,67.6,273577.2,2.3,267284.92,Pending,No,Ambient (15-25°C),No,Not Applicable,21-08-2025,32591,3913,4,Under Review
ORD002599,BATCH02599,Azithromycin 500mg,Antibiotic,Tablet,Novartis,Cologne Warehouse,Bremen Health Institute,Cologne,DHL Medical,16-09-2023,18-09-2023,23-09-2023,7,Delivered,2483,349.37,867485.71,0.9,859678.34,Pending,No,Ambient (15-25°C),No,Not Applicable,08-01-2028,21690,3578,9,Compliant
ORD002600,BATCH02600,Omeprazole 20mg,Gastric,Capsule,Novartis,Stuttgart Center,Munich Clinic,Stuttgart,ColdChain Logistics,15-05-2022,20-05-2022,27-05-2022,12,Delivered,3920,140,548800,3.3,530689.6,Paid,No,Refrigerated (2-8°C),No,Not Applicable,18-11-2023,6967,1507,3,Non-Compliant
ORD002601,BATCH02601,Warfarin 5mg,Blood Thinner,Tablet,Merck,Cologne Warehouse,Nuremberg Clinic,Cologne,UPS Pharma,16-01-2022,18-01-2022,00-01-1900,Not Applicable,Returned,519,66.01,34259.19,4.3,32786.04,Pending,No,Ambient (15-25°C),No,Damaged,15-10-2023,49330,638,5,Compliant
ORD002602,BATCH02602,Azithromycin 500mg,Antibiotic,Tablet,Roche,Frankfurt Depot,Cologne Medical Hub,Frankfurt,ColdChain Logistics,12-06-2022,17-06-2022,20-06-2022,8,Delivered,1416,12.58,17813.28,4.4,17029.5,Paid,No,Ambient (15-25°C),No,Not Applicable,28-11-2024,29822,1871,7,Compliant
ORD002603,BATCH02603,Losartan 50mg,Hypertension,Tablet,Merck,Berlin Central,Berlin University Hospital,Berlin,ColdChain Logistics,07-04-2023,08-04-2023,16-04-2023,9,Delayed,202,486.8,98333.6,16.5,82108.56,Paid,No,Refrigerated (2-8°C),No,Not Applicable,03-11-2026,49759,3153,2,Compliant
ORD002604,BATCH02604,Vitamin D3 1000IU,Supplement,Tablet,Roche,Munich Hub,Frankfurt General Hospital,Munich,ColdChain Logistics,03-06-2022,05-06-2022,11-06-2022,8,Delivered,3726,477.52,1779239.52,3.5,1716966.14,Paid,No,Refrigerated (2-8°C),No,Not Applicable,04-08-2026,39208,3053,1,Compliant
ORD002605,BATCH02605,Insulin Glargine,Diabetes,Injection,Bayer,Stuttgart Center,Dresden Hospital,Stuttgart,DHL Medical,05-04-2024,06-04-2024,Not Delivered Yet,Not Applicable,In Transit,3862,247.92,957467.04,17.9,786080.44,Paid,Yes,Refrigerated (2-8°C),Yes,Not Applicable,19-02-2026,23985,897,12,Under Review
ORD002606,BATCH02606,Losartan 50mg,Hypertension,Tablet,Pfizer,Frankfurt Depot,Frankfurt General Hospital,Frankfurt,BioLogistics GmbH,14-04-2023,16-04-2023,27-04-2023,13,Delayed,3018,14.1,42553.8,19.1,34426.02,Paid,No,Ambient (15-25°C),No,Not Applicable,06-04-2028,4571,792,5,Under Review
ORD002607,BATCH02607,Insulin Glargine,Diabetes,Injection,Bayer,Berlin Central,Nuremberg Clinic,Berlin,FedEx Health,14-01-2024,15-01-2024,22-01-2024,8,Delivered,2818,50.7,142872.6,4.4,136586.21,Pending,Yes,Refrigerated (2-8°C),Yes,Not Applicable,27-09-2025,29140,2163,1,Under Review
ORD002608,BATCH02608,Atorvastatin 10mg,Cholesterol,Tablet,Johnson & Johnson,Berlin Central,Nuremberg Clinic,Berlin,UPS Pharma,17-02-2023,20-02-2023,25-02-2023,8,Delivered,3487,207.73,724354.51,4.8,689585.49,Pending,No,Ambient (15-25°C),No,Not Applicable,15-04-2027,14864,4739,6,Non-Compliant
ORD002609,BATCH02609,Insulin Glargine,Diabetes,Injection,AstraZeneca,Munich Hub,Bremen Health Institute,Munich,DHL Medical,29-10-2024,30-10-2024,18-11-2024,20,Delayed,145,14.32,2076.4,11.1,1845.92,Pending,Yes,Refrigerated (2-8°C),No,Not Applicable,25-05-2026,32090,3453,1,Compliant
ORD002610,BATCH02610,Salbutamol Inhaler,Respiratory,Inhaler,Bayer,Stuttgart Center,Frankfurt General Hospital,Stuttgart,BioLogistics GmbH,03-07-2023,07-07-2023,10-07-2023,7,Delivered,94,482.56,45360.64,15.6,38284.38,Paid,No,Refrigerated (2-8°C),No,Not Applicable,06-10-2025,23742,4685,12,Compliant
ORD002611,BATCH02611,Vitamin D3 1000IU,Supplement,Tablet,Johnson & Johnson,Cologne Warehouse,Hamburg Medical Center,Cologne,DHL Medical,25-10-2024,26-10-2024,02-11-2024,8,Delivered,4947,11.12,55010.64,4.3,52645.18,Paid,No,Ambient (15-25°C),No,Not Applicable,29-10-2025,6991,4778,9,Under Review
ORD002612,BATCH02612,Paracetamol 500mg,Pain Relief,Tablet,Bayer,Cologne Warehouse,Berlin University Hospital,Cologne,ColdChain Logistics,23-09-2024,26-09-2024,27-09-2024,4,Delivered,3789,484.53,1835884.17,2.4,1791822.95,Pending,No,Ambient (15-25°C),No,Not Applicable,20-12-2028,31109,3402,13,Compliant
ORD002613,BATCH02613,Insulin Glargine,Diabetes,Injection,Bayer,Berlin Central,Dresden Hospital,Berlin,BioLogistics GmbH,25-10-2022,30-10-2022,05-11-2022,11,Delivered,2374,495.81,1177052.94,14.7,1004026.16,Pending,Yes,Refrigerated (2-8°C),No,Not Applicable,05-08-2027,35353,4588,13,Compliant
ORD002614,BATCH02614,Paracetamol 500mg,Pain Relief,Tablet,Roche,Berlin Central,Stuttgart Health Center,Berlin,ColdChain Logistics,14-06-2022,15-06-2022,Cancelled,Not Applicable,Cancelled,1912,192.04,367180.48,13.5,317611.12,Paid,No,Ambient (15-25°C),No,Not Applicable,21-09-2024,5892,2568,5,Compliant
ORD002615,BATCH02615,Dexamethasone 4mg,Steroid,Tablet,Novartis,Cologne Warehouse,Bremen Health Institute,Cologne,MedExpress,22-11-2023,24-11-2023,Not Delivered Yet,Not Applicable,Pending,577,431.88,249194.76,7.3,231003.54,Overdue,No,Ambient (15-25°C),Yes,Not Applicable,15-12-2026,3437,907,3,Under Review
ORD002616,BATCH02616,Paracetamol 500mg,Pain Relief,Tablet,Bayer,Cologne Warehouse,Bremen Health Institute,Cologne,UPS Pharma,21-08-2024,23-08-2024,Not Delivered Yet,Not Applicable,Pending,2631,212.65,559482.15,18.3,457096.92,Overdue,No,Ambient (15-25°C),No,Not Applicable,24-05-2026,16759,2164,7,Compliant
ORD002617,BATCH02617,Amoxicillin 250mg,Antibiotic,Capsule,Merck,Berlin Central,Bremen Health Institute,Berlin,ColdChain Logistics,19-06-2023,22-06-2023,23-06-2023,4,Delivered,4322,58.66,253528.52,14.2,217527.47,Paid,No,Ambient (15-25°C),No,Not Applicable,10-03-2028,13083,3927,1,Non-Compliant
ORD002618,BATCH02618,Salbutamol Inhaler,Respiratory,Inhaler,Novartis,Frankfurt Depot,Berlin University Hospital,Frankfurt,MedExpress,09-12-2022,11-12-2022,14-12-2022,5,Delivered,1440,168.15,242136,18.2,198067.25,Paid,No,Refrigerated (2-8°C),No,Not Applicable,26-01-2025,16785,1264,8,Non-Compliant
ORD002619,BATCH02619,Omeprazole 20mg,Gastric,Capsule,Roche,Stuttgart Center,Berlin University Hospital,Stuttgart,ColdChain Logistics,05-09-2023,06-09-2023,21-09-2023,16,Delayed,3080,133.32,410625.6,0.6,408161.85,Pending,No,Ambient (15-25°C),No,Not Applicable,08-11-2026,40342,796,6,Under Review
